company,product,typename,inches,cpu,ram(GB),gpu,opsys,weight(kg),price,resolution,screentype,touchscreen,cpu_freq(GHz),memory_1_sto(GB),memory_1_type,memory_2_sto(GB),memory_2_type,cpu_brand,gpu_brand
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,2.5,928.0,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Windows 10,2.36,638.99,1366x768,,0.0,2.5,1000,HDD,0,NaN,Intel,AMD
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,Windows 10,2.2,449.0,1920x1080,,0.0,2.0,1000,HDD,0,NaN,Intel,AMD
Acer,Swift 3,Ultrabook,14.0,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.6,884.0,1920x1080,IPSPanel,0.0,1.8,256,SSD,0,NaN,Intel,Intel
Acer,Aspire A515-51G-37JS,Notebook,15.6,Intel Core i3 7130U ,4,Nvidia GeForce MX130,Windows 10,2.2,572.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,2.05,598.0,1366x768,,0.0,2.7,1000,HDD,0,NaN,Intel,Intel
HP,Probook 440,Notebook,14.0,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.63,988.0,1920x1080,,0.0,1.8,256,SSD,0,NaN,Intel,Intel
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,No OS,1.9,252.36,1366x768,,0.0,1.1,1000,HDD,0,NaN,Intel,Intel
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,3.0,938.0,1920x1080,,0.0,2.5,128,SSD,1000,HDD,Intel,Nvidia
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,4,Nvidia GeForce 920MX,No OS,2.2,499.0,1920x1080,,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
HP,Envy 13-AD007nv,Notebook,13.3,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.32,699.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U ,4,Nvidia GeForce MX130,Windows 10,3.0,655.0,1920x1080,IPSPanel,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U ,8,AMD Radeon RX 550,Windows 10,1.75,1116.02,1920x1080,IPSPanel,0.0,1.6,256,SSD,0,NaN,Intel,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050M,No OS,2.4,869.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,0,NaN,Intel,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,602.0,1366x768,,0.0,2.3,500,HDD,0,NaN,Intel,Intel
HP,255 G6,Notebook,15.6,AMD A6-Series 9220 ,4,AMD Radeon R4 Graphics,Windows 10,1.86,369.0,1366x768,,0.0,2.5,256,SSD,0,NaN,AMD,AMD
Asus,ZenBook UX430UA,Ultrabook,14.0,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.25,1099.0,1920x1080,,0.0,1.8,256,SSD,0,NaN,Intel,Intel
HP,EliteBook Folio,Ultrabook,12.5,Intel Core M 6Y75 ,8,Intel HD Graphics 515,Windows 10,0.97,2014.0,3840x2160,IPSPanel,1.0,1.2,512,SSD,0,NaN,Intel,Intel
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.0,344.0,1920x1080,,0.0,1.1,1000,HDD,0,NaN,Intel,Intel
MSI,GE72MVR 7RG,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2029.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,447.0,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
Dell,Inspiron 5577,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.56,1249.26,1920x1080,,0.0,2.8,512,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.62,899.0,1920x1080,,0.0,2.8,1000,Hybrid,0,NaN,Intel,Nvidia
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.9,498.0,1366x768,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
MSI,GE73VR 7RE,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.8,1890.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
HP,EliteBook 840,Ultrabook,14.0,Intel Core i5 7500U ,4,Intel HD Graphics 620,Windows 10,1.48,1082.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Intel
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Intel Core i5 8250U ,6,AMD Radeon 520,Windows 10,1.91,619.0,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,AMD
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.74,629.0,1920x1080,IPSPanel,1.0,2.4,256,SSD,0,NaN,Intel,Intel
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 8250U ,8,Intel HD Graphics 620,Windows 10,1.1,1315.0,1920x1080,,1.0,1.6,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.56,1049.0,1920x1080,,1.0,1.8,256,SSD,0,NaN,Intel,Intel
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,447.0,1366x768,,0.0,2.2,500,HDD,0,NaN,Intel,Intel
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 ,4,AMD Radeon R5 M420,Windows 10,2.03,403.0,1366x768,,0.0,3.0,1000,HDD,0,NaN,AMD,AMD
Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U ,4,Nvidia GeForce MX150,Windows 10,3.0,805.0,1920x1080,IPSPanel,0.0,1.6,256,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 520,Windows 10,2.13,728.0,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1079.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,0,NaN,Intel,Nvidia
Acer,Aspire A315-31,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.1,348.0,1366x768,,0.0,1.1,1000,HDD,0,NaN,Intel,Intel
MSI,GE63VR 7RE,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.4,1799.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Acer,Aspire 3,Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Windows 10,2.1,363.51,1366x768,,0.0,1.1,1000,HDD,0,NaN,Intel,Intel
Dell,Inspiron 5577,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.56,1060.49,1920x1080,,0.0,2.8,128,SSD,1000,HDD,Intel,Nvidia
Acer,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce MX150,Windows 10,3.0,854.0,1920x1080,IPSPanel,0.0,1.6,256,SSD,0,NaN,Intel,Nvidia
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,1.49,754.0,1920x1080,IPSPanel,0.0,1.6,500,HDD,0,NaN,Intel,Intel
Huawei,MateBook X,Ultrabook,13.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.05,1349.0,2160x1440,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,Intel Core i5 7200U ,6,AMD Radeon 520,Windows 10,2.71,699.0,1920x1080,IPSPanel,0.0,2.5,2000,HDD,0,NaN,Intel,AMD
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD A6-Series 9220 ,4,AMD Radeon R4 Graphics,No OS,2.2,309.0,1366x768,,0.0,2.9,500,HDD,0,NaN,AMD,AMD
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.0,489.0,1366x768,,0.0,2.4,500,HDD,0,NaN,Intel,Intel
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce 930MX,Windows 10,2.5,923.0,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U ,8,Intel HD Graphics 620,Windows 10,2.3,459.0,1366x768,,0.0,2.4,1000,HDD,0,NaN,Intel,Intel
Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.1,449.0,1366x768,,0.0,2.0,128,SSD,0,NaN,Intel,Intel
MSI,GT80S 6QF-074US,Gaming,18.4,Intel Core i7 6920HQ ,32,Nvidia GTX 980 SLI,Windows 10,4.4,2799.0,1920x1080,,0.0,2.9,512,SSD,1000,HDD,Intel,Nvidia
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Intel Core i5 7200U ,8,AMD R17M-M1-70,Windows 10,1.9,813.0,1920x1080,,0.0,2.5,128,SSD,1000,HDD,Intel,AMD
HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.29,1499.0,3840x2160,IPSPanel,1.0,1.6,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,16,AMD Radeon 530,Linux,2.02,1049.0,1920x1080,,0.0,1.8,256,SSD,2000,HDD,Intel,AMD
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.23,1399.0,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,Intel
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,1.4,1849.0,3840x2160,IPSPanel,1.0,1.8,512,SSD,0,NaN,Intel,Intel
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,793.0,1366x768,,0.0,2.5,128,SSD,0,NaN,Intel,Intel
Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i5 8250U ,8,Nvidia GeForce MX150,No OS,1.95,1199.0,1920x1080,IPSPanel,0.0,1.6,256,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 7773,Notebook,17.3,Intel Core i7 8550U ,16,Nvidia GeForce 150MX,Windows 10,2.77,1549.0,1920x1080,,1.0,1.8,512,SSD,0,NaN,Intel,Nvidia
Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.06,2397.0,3840x2160,,1.0,2.8,512,SSD,0,NaN,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,No OS,2.4,779.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Acer,Swift 7,Ultrabook,13.3,Intel Core i5 7Y54 ,8,Intel HD Graphics 615,Windows 10,1.12,989.0,1920x1080,IPSPanel,0.0,1.2,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.8,1085.0,1920x1080,,0.0,1.8,128,SSD,1000,HDD,Intel,AMD
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.42,2824.0,2560x1440,,1.0,2.7,1000,SSD,0,NaN,Intel,Intel
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.3,260.0,1920x1080,IPSPanel,0.0,1.1,32,FlashStorage,0,NaN,Intel,Intel
Xiaomi,Mi Notebook,Ultrabook,13.3,Intel Core i5 7200U ,8,Nvidia GeForce MX150,No OS,1.3,999.9,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce MX150,No OS,2.8,698.0,1600x900,,0.0,1.6,256,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.62,839.0,1920x1080,IPSPanel,1.0,1.8,1000,HDD,0,NaN,Intel,Intel
HP,ProBook 470,Notebook,17.3,Intel Core i5 8250U ,8,Nvidia GeForce 930MX,Windows 10,2.5,914.0,1920x1080,IPSPanel,0.0,1.6,1000,HDD,0,NaN,Intel,Nvidia
Razer,Blade Pro,Gaming,17.3,Intel Core i7 7820HK ,32,Nvidia GeForce GTX 1080,Windows 10,3.49,6099.0,3840x2160,,1.0,2.9,1000,SSD,0,NaN,Intel,Nvidia
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.49,959.0,1920x1080,,0.0,1.6,512,SSD,0,NaN,Intel,Intel
HP,Omen 17-W295,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,3.35,1379.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
HP,Probook 470,Notebook,17.3,Intel Core i7 8550U ,8,Nvidia GeForce 930MX ,Windows 10,2.5,1045.0,1920x1080,,0.0,1.8,256,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,2.65,1845.0,3840x2160,IPSPanel,0.0,2.8,512,SSD,1000,HDD,Intel,Nvidia
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.1,493.0,1366x768,,0.0,2.3,128,SSD,0,NaN,Intel,Intel
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,2.23,742.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,Intel,Nvidia
Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,3.2,1749.0,1920x1080,IPSPanel,0.0,2.8,512,SSD,1000,HDD,Intel,Nvidia
Dell,Precision 7520,Workstation,15.6,Intel Xeon E3-1505M V6 ,16,Nvidia Quadro M1200,Windows 10,2.8,3055.0,3840x2160,,0.0,3.0,256,SSD,1000,HDD,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,No OS,2.4,1398.0,1920x1080,,0.0,2.8,512,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U ,6,Intel HD Graphics 620,Windows 10,2.3,439.0,1366x768,,1.0,2.4,1000,HDD,0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.21,1949.0,3840x2160,IPSPanel,1.0,1.8,256,SSD,0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.2,1449.0,1920x1080,,0.0,1.8,256,SSD,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.2,597.0,1366x768,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Acer,Aspire 7,Notebook,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Linux,2.4,779.0,1920x1080,,0.0,2.8,1000,HDD,0,NaN,Intel,Nvidia
Asus,ROG GL703VD-GC028T,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.9,1407.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,2.1,349.0,1920x1080,,0.0,2.0,500,HDD,0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,No OS,2.2,549.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Huawei,MateBook X,Ultrabook,13.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.05,1499.0,2160x1440,IPSPanel,0.0,2.7,512,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,1.4,931.88,1920x1080,IPSPanel,0.0,1.8,256,SSD,0,NaN,Intel,AMD
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce GTX 940MX,No OS,2.8,589.0,1600x900,,0.0,2.5,1000,HDD,0,NaN,Intel,Nvidia
HP,Probook 440,Notebook,14.0,Intel Core i7 8550U ,8,Nvidia GeForce 930MX,Windows 10,1.63,1031.0,1920x1080,,0.0,1.8,256,SSD,0,NaN,Intel,Nvidia
Dell,Latitude 5490,Ultrabook,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.6,1149.0,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U ,16,Intel UHD Graphics 620,Windows 10,1.62,1279.0,1920x1080,,1.0,1.8,512,SSD,0,NaN,Intel,Intel
Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 520,Linux,2.2,677.35,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,AMD
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.74,899.0,1920x1080,IPSPanel,0.0,1.6,256,SSD,0,NaN,Intel,Intel
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.2,1363.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
HP,ProBook 450,Notebook,15.6,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,2.1,794.0,1920x1080,,0.0,1.6,1000,HDD,0,NaN,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.42,2456.34,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Acer,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,2.2,832.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Windows 10,2.3,859.01,1920x1080,,1.0,2.7,1000,HDD,0,NaN,Intel,AMD
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Intel Core i5 7200U ,8,Nvidia GeForce 920MX ,Windows 10,2.0,769.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Intel Core i5 7200U ,8,Nvidia GeForce GTX 950M,Windows 10,2.69,891.0,1920x1080,,0.0,2.5,256,SSD,500,HDD,Intel,Nvidia
HP,ZBook 15u,Notebook,15.6,Intel Core i7 7500U ,8,AMD FirePro W4190M ,Windows 10,1.9,1269.0,1920x1080,,0.0,2.7,1000,HDD,0,NaN,Intel,AMD
Asus,Pro P2540UA-XO0198T,Notebook,15.6,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,2.37,398.99,1366x768,,0.0,2.4,1000,HDD,0,NaN,Intel,Intel
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD E-Series 9000e ,4,AMD Radeon R2,Windows 10,2.1,330.0,1366x768,,0.0,1.5,500,HDD,0,NaN,AMD,AMD
Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,3.2,1499.0,1920x1080,IPSPanel,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Dell,Vostro 5468,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.6,859.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Intel
Acer,Aspire R7,2 in 1 Convertible,13.3,Intel Core i5 6200U ,8,Intel HD Graphics 520,Windows 10,1.6,689.0,1920x1080,IPSPanel,1.0,2.3,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Linux,2.36,899.0,1920x1080,,0.0,2.7,256,SSD,0,NaN,Intel,AMD
Acer,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Linux,2.1,390.0,1366x768,,0.0,2.0,1000,HDD,0,NaN,Intel,Intel
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,AMD A10-Series A10-9620P ,4,AMD Radeon R5 M430,Windows 10,2.2,575.0,1920x1080,,0.0,2.5,128,SSD,1000,HDD,AMD,AMD
Asus,ROG G703VI-E5062T,Gaming,17.3,Intel Core i7 7820HK ,32,Nvidia GeForce GTX 1080,Windows 10,4.7,3890.0,1920x1080,,0.0,2.9,512,SSD,1000,HDD,Intel,Nvidia
Acer,Nitro AN515-51,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.5,846.0,1920x1080,IPSPanel,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.2,589.0,1366x768,,0.0,2.0,128,SSD,0,NaN,Intel,Intel
Asus,VivoBook Pro,Notebook,17.3,Intel Core i7 8550U ,8,Nvidia GeForce 150MX,Windows 10,2.1,1145.0,1920x1080,,0.0,1.8,128,SSD,1000,HDD,Intel,Nvidia
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Intel Core i7 7500U ,8,Nvidia GeForce GTX 950M,No OS,2.69,889.0,1920x1080,,0.0,2.7,128,SSD,1000,HDD,Intel,Nvidia
Dell,Inspiron 5577,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.56,879.0,1920x1080,,0.0,2.5,256,SSD,0,NaN,Intel,Nvidia
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.38,1079.0,1920x1080,IPSPanel,1.0,2.7,256,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.2,985.0,1920x1080,,0.0,1.8,128,SSD,2000,HDD,Intel,AMD
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.04,559.0,1366x768,,1.0,2.5,1000,HDD,0,NaN,Intel,Intel
Asus,Rog G701VIK-BA060T,Gaming,17.3,Intel Core i7 7820HK ,16,Nvidia GeForce GTX 1080,Windows 10,3.6,2999.0,1920x1080,,0.0,2.9,256,SSD,0,NaN,Intel,Nvidia
HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U ,4,Intel UHD Graphics 620,Windows 10,1.49,675.0,1920x1080,IPSPanel,0.0,1.6,500,HDD,0,NaN,Intel,Intel
Apple,MacBook Pro,Ultrabook,13.3,Intel Core i5 ,8,Intel Iris Plus Graphics 650,macOS,1.37,2040.0,2560x1600,IPSPanelRetinaDisplay,0.0,3.1,512,SSD,0,NaN,Intel,Intel
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,2.08,819.0,1920x1080,IPSPanel,1.0,1.8,1000,HDD,0,NaN,Intel,Intel
Asus,ROG G752VSK-GC493T,Gaming,17.3,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 980M,Windows 10,4.3,1799.0,1920x1080,,0.0,2.8,256,SSD,1000,HDD,Intel,Nvidia
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 ,4,AMD Radeon R5 M420,Windows 10,1.68,469.0,1366x768,,0.0,3.0,1000,HDD,0,NaN,AMD,AMD
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.37,1849.0,1920x1080,IPSPanel,1.0,1.8,512,SSD,0,NaN,Intel,Intel
Acer,Aspire 5,Notebook,17.3,Intel Core i3 7130U ,4,Nvidia GeForce MX130,Windows 10,3.0,702.0,1920x1080,IPSPanel,0.0,2.7,256,SSD,0,NaN,Intel,Nvidia
Dell,Vostro 5370,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.41,949.0,1920x1080,,0.0,1.6,256,SSD,0,NaN,Intel,Intel
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,AMD A6-Series A6-9220 ,8,AMD Radeon R4 Graphics,Windows 10,1.91,445.9,1366x768,,0.0,2.5,128,SSD,0,NaN,AMD,AMD
HP,Envy 17-U275cl,Notebook,17.3,Intel Core i7 8550U ,16,Nvidia GeForce MX150,Windows 10,2.9,1059.0,1920x1080,IPSPanel,0.0,1.8,1000,HDD,0,NaN,Intel,Nvidia
