Comment,Emotion
i feel like ya allah im scared puff it was fun man then id an idea,fear
i feel like that leaves me as the artistic equivalent of the crack between couch cushions,joy
i start feeling anxious again,fear
i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,anger
i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,anger
i overhear the victory tune on some geeks ringtone i feel triumphant,joy
i dont even know how to express how it made me feel these kids were so appreciative of the fact that we were coming there and it was very heavy to think that maybe our music gave them a little something to grasp on to,joy
i ended up changing my clothes and laying in bed with my eyes closed for the next hour and eventually i started to feel better,joy
i did feel like the people there were appreciative of what they had and many had happiness in that pinnacle way that is non materialistic,joy
i had been feeling was all my fault that i had wronged her and caused her to abandon me,anger
i remember feeling as innocent as she looked that day,joy
i find im barely breathing and feel a little frantic,fear
i can feel their afraid,fear
im happy to report that i didnt feel that angered urge to smack olivia today the way ive felt it before,anger
i have done music and movie production in the last four years and i feel its time i do fashion which im very passionate about,joy
i feel like a distracted robot,anger
i feel it is worthwhile to document it for people who are not familiar with batch files,joy
