,Text,Label,num_chr,num_words,num_sent,Transformer_text
222,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,161,33,1,o called ubandu run without installing hard disk use o copy important file system give repair shop
224,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,119,30,3,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh
225,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,143,27,2,500 new mobile 2004 must go txt nokia 89545 collect today 2optout
226,Would really appreciate if you call me. Just need someone to talk to.,0,69,15,2,would really appreciate call need someone talk
227,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,137,34,3,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo followed ur star sign horo aries
228,Hey company elama po mudyadhu.,0,30,6,1,hey company elama po mudyadhu
229,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,165,35,4,life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happy morning
230,Dear good morning now only i am up,0,34,8,1,dear good morning
231,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,109,28,2,get gandhipuram walk cross cut road right side lt gt street road turn first right
232,Dear we are going to our rubber place,0,37,8,1,dear going rubber place
233,"Sorry battery died, yeah I'm here",0,33,8,1,sorry battery died yeah
234,Yes:)here tv is always available in work place..,0,48,12,1,yes tv always available work place
235,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,157,40,5,text meet someone sexy today u find date even flirt join 4 10p reply name age eg sam 25 18 recd thirtyeight penny
236,I have printed it oh. So  &lt;#&gt;  come upstairs,0,50,16,2,printed oh lt gt come upstairs
237,Or ill be a little closer like at the bus stop on the same street,0,65,15,1,ill little closer like bus stop street
238,Where are you?when wil you reach here?,0,38,10,1,wil reach
239,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,145,37,6,new theory argument win situation loses person dont argue ur friend kick amp say always correct
240,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,145,27,1,u 447801259231 secret admirer looking 2 make contact r reveal think ur 09058094597
241,Tomarrow final hearing on my laptop case so i cant.,0,51,11,1,tomarrow final hearing laptop case cant
242,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,45,7,1,pleassssssseeeeee tel v avent done sportsx
243,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,83,21,3,okay shining meant signing sound better
244,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,155,38,1,although told u dat baig face watch really like e watch u gave co fr thanx 4 everything dat u done today touched
245,U don't remember that old commercial?,0,37,8,1,u remember old commercial
246,Too late. I said i have the website. I didn't i have or dont have the slippers,0,78,20,3,late said website dont slipper
247,I asked you to call him now ok,0,30,8,1,asked call ok
248,Kallis wont bat in 2nd innings.,0,31,7,1,kallis wont bat 2nd inning
249,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,146,34,4,didnt work oh ok goodnight fix ready time wake dearly missed good night sleep
250,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,150,23,1,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs
251,Ranjith cal drpd Deeraj and deepak 5min hold,0,44,8,1,ranjith cal drpd deeraj deepak 5min hold
252,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,179,41,2,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
253,What you doing?how are you?,0,27,8,1,
254,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,179,40,2,ups 3days also shipping company take 2wks way usps take week get lag may bribe nipost get stuff
255,"I'm back, lemme know when you're ready",0,38,11,1,back lem know ready
256,Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,97,20,1,necessarily expect done get back though headin
257,Mmm so yummy babe ... Nice jolt to the suzy,0,43,10,1,mmm yummy babe nice jolt suzy
258,Where are you lover ? I need you ...,0,36,9,2,lover need
259,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,154,31,5,tried contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705
260,Iâm parked next to a MINI!!!! When are you coming in today do you think?,0,74,20,2,parked next mini coming today think
261,Yup,0,3,1,1,yup
262,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,85,22,3,anyway going shopping co si done yet dun disturb u liao
263,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,51,14,3,luton 0125698789 ring ur around h
264,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,121,25,1,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
265,Why you Dint come with us.,0,26,7,1,dint come u
266,Same. Wana plan a trip sometme then,0,35,8,2,wana plan trip sometme
267,"Not sure yet, still trying to get a hold of him",0,47,12,1,sure yet still trying get hold
268,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1,159,32,6,ur ringtone service changed 25 free credit go choose content stop txt club stop 87070 club4 po box1146 mk45 2wt
269,The evo. I just had to download flash. Jealous?,0,47,12,3,evo download flash jealous
270,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1,133,27,2,ringtone club get uk single chart mobile week choose top quality ringtone message free charge
271,"Come to mu, we're sorting out our narcotics situation",0,53,11,1,come mu sorting narcotic situation
272,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,147,32,2,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay
273,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,155,30,4,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 info
274,"Usf I guess, might as well take 1 car",0,37,10,1,usf guess might well take 1 car
275,No objection. My bf not coming.,0,31,8,2,objection bf coming
276,Thanx...,0,8,2,1,thanx
277,Tell rob to mack his gf in the theater,0,38,9,1,tell rob mack gf theater
278,"Awesome, I'll see you in a bit",0,30,9,1,awesome see bit
279,Just sent it. So what type of food do you like?,0,47,13,2,sent type food like
280,All done? All handed in? Celebrations in full swing yet?,0,56,13,3,done handed celebration full swing yet
281,You got called a tool?,0,22,6,1,got called tool
282,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",0,143,32,2,wen u miss someone person definitely special u person special miss gdeve
283,Ok. I asked for money how far,0,29,8,2,asked money far
284,Okie...,0,7,2,1,okie
285,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,121,28,1,yeah think usual guy still passed last night get ahold anybody let know throw
286,"K, I might come by tonight then if my class lets out early",0,58,14,1,k might come tonight class let early
287,Ok..,0,4,2,1,ok
288,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,148,36,2,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
289,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,160,45,1,life mean lot love life love people life world call friend call world ge
290,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,152,26,1,dear shall mail street shall update looking edukkukayee raksha good one real sense
291,Hey you told your name to gautham ah?,0,37,9,1,hey told name gautham ah
292,Haf u found him? I feel so stupid da v cam was working.,0,55,15,2,haf u found feel stupid da v cam working
293,Oops. 4 got that bit.,0,21,7,2,oops 4 got bit
294,Are you this much buzy,0,22,5,1,much buzy
295,I accidentally deleted the message. Resend please.,0,50,9,2,accidentally deleted message resend please
296,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1,159,33,2,customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 end c apply
297,Unless it's a situation where YOU GO GURL would be more appropriate,0,67,13,1,unless situation go gurl would appropriate
298,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,153,39,2,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
299,I cant pick the phone right now. Pls send a message,0,51,12,2,cant pick phone right pls send message
300,Need a coffee run tomo?Can't believe it's that time of week already,0,67,16,1,need coffee run tomo ca believe time week already
301,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0,88,19,1,awesome remember last time got somebody high first time diesel v
302,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,157,36,3,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
303,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,0,91,23,2,oh way food fridge want go meal tonight
304,He is a womdarfull actor,0,24,5,1,womdarfull actor
