Quotes,Writter name
Nostalgia in reverse the longing for yet another strange land grew especially strong in spring,Vladimir Nabokov
Dignity and even holiness too sometimes are more questions of coat and waistcoat than some people imagine,Charles Dickens
And now that you dont have to be perfect you can be good,John Steinbeck
"Maybe working on the little things as dutifully and honestly as we can is how we stay sane when the world is falling apart
    
  ",Haruki Murakami
" We go to the house of God Mr Casey said in all humility to pray to our Maker and not to hear election addresses

 It is religion Dante said again They are right They must direct their flocks

 And preach politics from the altar is it asked Mr Dedalus

 Certainly said Dante It is a question of public morality A priest would not be a priest if he did not tell his flock what is right and what is wrong",James Joyce
And he took her in his arms and kissed her under the sunlit sky and he cared not that they stood high upon the walls in the sight of many,J.R.R. Tolkien
May the wind under your wings bear you where the sun sails and the moon walks,J.R.R. Tolkien
If Id just had a mother so I could say Mother Mother,William Faulkner
A multitude of people and yet a solitude,Charles Dickens
Happy families are all alike every unhappy family is unhappy in its own way,Leo Tolstoy
Sometimes I think it aint none of us pure crazy and aint none of us pure crazy and aint none of us pure sane until the balance of us talks him thataway,William Faulkner
"Kafka said In mans struggle against the world bet on the world Thats the degree of resistance and countersuggestion you are up against and thats why most people cant make the Law of Attraction work for them But if you practice incredibly hard and really put your mind to it it really can be done The formula really can work After all your second mind is a god In a gods struggle against the world bet on the god
    
  ","Angelique Dawson,"
 Words are easy like the wind faithful friends are hard to find,William Shakespeare
Until they become conscious they will never rebel and until after they have rebelled they cannot become conscious,George Orwell
My son will read and open the books and my son will write and will know writing And my son will make numbers and these things will make us free because he will knowhe will know and through him we will know,John Steinbeck
Some one dear to one can be loved with human love but an enemy can only be loved with divine love,Leo Tolstoy
The hasty stroke goes oft astray,J.R.R. Tolkien
"Have you forgotten then the words with which

your Ethics treats of those three dispositions

that strike at Heavens will incontinence

and malice and mad bestiality",Dante Alighieri
Let not thy fear Harm thee for power in him be sure is none To hinder down this rock thy safe descent,Dante Alighieri
Thus he came alone to Angbands gates and he sounded his horn and smote once more upon the brazen doors and challenged Morgoth to come forth to single combat And Morgoth came,J.R.R. Tolkien
Love Why I dont like the word is that it means too much to me far more than you can understand and she glanced into his face Au revoir,Leo Tolstoy
Sometimes one is guided by what they say of themselves and very frequently by what other people say of them without giving oneself time to deliberate and judge,Jane Austen
Our principle is that books instead of growing mouldy behind an iron grating should be worn out under the eyes of many readers,Jules Verne
The world is a fine place and worth fighting for and I hate very much to leave it,Ernest Hemingway
